站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
59845,20220715193756,6.9,1002.1,88,147,11.0,1.2,10186.5
59849,20220715193756,24.1,1024.4,90,75,10.8,0.7,10149.6
59855,20220715193756,18.3,1006.5,62,197,2.0,0.7,10185.4
59948,20220715193756,32.9,1018.8,34,216,1.4,0.7,10031.4
59954,20220715193756,30.2,1012.0,100,138,8.1,1.4,10134.2
59981,20220715193756,17.7,1017.7,4,38,9.3,0.8,10200.6
53399,20220715193756,26.8,1022.8,16,262,13.3,1.2,10109.3
53593,20220715193756,28.0,1005.4,61,339,6.4,0.1,10470.1
53698,20220715193756,2.2,1026.2,90,18,6.2,0.9,10190.9
53798,20220715193756,30.5,1016.4,18,48,6.4,0.5,10322.7
54308,20220715193756,12.4,1014.0,53,149,10.3,0.3,10094.0
54311,20220715193756,10.2,1003.5,28,194,6.4,1.5,10205.7
54401,20220715193756,8.0,1004.9,82,199,11.6,0.2,10356.3
54405,20220715193756,20.1,1011.3,99,306,4.3,0.8,10100.0
54423,20220715193756,30.8,1012.4,14,324,10.4,0.9,10303.4
54429,20220715193756,23.3,1001.2,62,218,7.9,1.2,10378.8
54436,20220715193756,8.6,1016.2,59,264,6.3,1.1,10137.2
54449,20220715193756,24.4,1013.3,34,103,2.7,0.0,10437.8
54518,20220715193756,10.1,1008.3,57,49,3.7,1.4,10476.6
54534,20220715193756,12.7,1003.5,24,295,12.0,1.3,10326.9
54535,20220715193756,27.4,1016.8,51,125,5.3,0.8,10167.1
54539,20220715193756,6.0,1012.6,5,340,1.5,1.4,10278.0
54602,20220715193756,9.3,1011.5,6,246,12.0,0.1,10371.8
54606,20220715193756,12.8,1012.3,93,154,12.1,1.2,10414.3
54618,20220715193756,9.7,1004.6,69,162,12.6,1.0,10223.8
54624,20220715193756,30.8,1017.9,61,288,8.0,0.9,10108.5
54705,20220715193756,13.2,1010.5,17,241,12.7,1.3,10498.7
53898,20220715193756,34.3,1014.4,55,246,6.8,1.1,10370.0
53986,20220715193756,12.3,1007.3,23,272,11.6,1.4,10477.3
57051,20220715193756,23.9,1023.6,67,114,14.0,0.6,10318.7
57067,20220715193756,11.6,1007.8,27,330,5.0,0.6,10138.2
57071,20220715193756,9.6,1006.5,72,214,0.2,0.1,10306.2
57077,20220715193756,26.5,1013.2,46,341,8.7,1.5,10322.9
57083,20220715193756,30.9,1020.5,20,70,2.3,0.1,10454.4
57084,20220715193756,8.9,1010.6,3,149,1.1,0.0,10204.5
57089,20220715193756,4.1,1001.3,76,209,13.8,1.4,10245.3
57091,20220715193756,17.6,1009.8,49,52,9.8,0.9,10058.5
57156,20220715193756,19.2,1024.3,19,43,7.5,0.6,10463.8
57178,20220715193756,24.3,1021.2,22,305,4.5,1.1,10146.5
57181,20220715193756,32.7,1022.8,67,269,2.6,0.1,10410.0
57193,20220715193756,7.8,1016.4,27,297,11.2,1.1,10063.3
57285,20220715193756,13.8,1005.2,48,178,8.7,1.4,10127.5
57290,20220715193756,9.4,1005.1,39,274,13.5,1.5,10174.3
57297,20220715193756,32.8,1005.9,35,178,8.7,0.0,10395.2
58005,20220715193756,32.1,1013.3,70,181,3.2,0.4,10240.8
58111,20220715193756,27.4,1007.2,13,17,4.9,1.2,10307.8
58208,20220715193756,4.4,1025.3,1,253,13.6,0.6,10091.2
50136,20220715193756,11.5,1015.9,48,92,13.3,0.5,10194.8
50246,20220715193756,26.3,1022.5,2,348,13.0,0.3,10459.8
50247,20220715193756,19.0,1006.3,13,141,10.0,0.4,10316.5
50349,20220715193756,6.0,1017.8,78,210,6.8,0.1,10095.9
50353,20220715193756,29.7,1008.5,13,26,6.4,0.3,10113.3
50442,20220715193756,6.9,1020.2,74,71,13.4,1.0,10168.9
50468,20220715193756,16.3,1025.1,82,171,12.6,1.3,10056.8
50557,20220715193756,0.2,1000.9,15,180,11.2,1.5,10336.9
50564,20220715193756,14.8,1020.5,67,317,8.7,0.6,10086.8
50656,20220715193756,18.1,1021.2,95,70,3.9,1.1,10238.1
50658,20220715193756,9.5,1007.5,35,310,9.9,0.7,10219.0
50674,20220715193756,18.3,1006.5,19,114,3.9,0.1,10008.5
50739,20220715193756,22.1,1014.3,57,286,4.9,0.3,10261.7
50742,20220715193756,2.2,1020.5,88,220,9.7,0.1,10274.2
50745,20220715193756,1.7,1001.2,17,32,10.0,0.2,10167.5
50756,20220715193756,31.0,1000.7,29,356,8.7,0.3,10496.1
50758,20220715193756,20.8,1013.9,17,231,1.2,0.9,10187.4
50774,20220715193756,5.9,1017.0,95,62,10.5,0.5,10041.7
50778,20220715193756,3.9,1026.2,37,263,7.1,1.3,10416.3
50788,20220715193756,28.2,1003.7,63,122,7.9,0.6,10201.5
50844,20220715193756,32.3,1017.6,82,126,7.5,1.0,10487.3
50853,20220715193756,27.2,1008.0,49,223,7.7,0.6,10113.2
50854,20220715193756,29.0,1019.0,100,309,9.4,0.4,10281.4
50862,20220715193756,14.2,1003.6,41,179,4.8,1.0,10303.8
50873,20220715193756,24.6,1004.2,62,218,13.8,0.2,10352.3
50877,20220715193756,11.0,1008.7,28,218,6.9,0.3,10072.9
50888,20220715193756,8.3,1020.9,72,291,14.6,0.6,10046.2
50950,20220715193756,26.5,1003.3,54,189,10.1,0.2,10033.5
50953,20220715193756,25.0,1002.0,11,134,9.7,1.1,10370.7
50955,20220715193756,34.8,1025.8,82,96,11.2,0.8,10475.4
50963,20220715193756,8.3,1003.5,28,200,10.6,0.2,10311.0
50968,20220715193756,14.5,1014.1,85,336,2.9,0.9,10163.3
50973,20220715193756,11.7,1016.0,6,115,8.8,0.4,10408.9
50978,20220715193756,24.5,1023.6,54,285,11.1,0.3,10262.8
50983,20220715193756,6.6,1009.7,96,210,8.3,0.3,10246.5
54094,20220715193756,23.7,1001.6,55,164,4.2,0.2,10176.1
54096,20220715193756,9.7,1013.7,50,329,6.5,0.7,10214.2
57251,20220715193756,4.8,1018.8,66,300,6.6,0.6,10351.1
57256,20220715193756,16.1,1024.9,100,56,5.7,0.7,10138.2
57259,20220715193756,1.4,1022.8,9,231,14.1,0.2,10433.2
57265,20220715193756,11.9,1009.7,69,0,13.2,0.2,10297.8
57278,20220715193756,22.4,1003.5,66,342,5.0,1.0,10493.9
57279,20220715193756,32.1,1006.9,61,158,1.4,1.2,10043.7
57355,20220715193756,1.7,1004.7,25,83,7.7,0.5,10370.4
57358,20220715193756,7.7,1017.7,23,34,10.0,1.5,10374.0
57359,20220715193756,15.5,1020.8,88,323,8.8,0.8,10248.9
57363,20220715193756,19.3,1013.6,80,28,9.1,0.0,10020.0
57378,20220715193756,30.7,1000.4,18,108,11.1,0.2,10301.2
57381,20220715193756,21.0,1001.2,90,8,2.6,0.8,10243.8
57395,20220715193756,5.5,1018.7,82,102,12.0,0.9,10428.3
57399,20220715193756,28.1,1022.3,83,240,1.0,0.6,10222.1
57439,20220715193756,22.2,1020.1,20,340,11.2,0.9,10292.1
57445,20220715193756,34.4,1001.4,84,5,10.8,0.0,10097.0
57447,20220715193756,5.6,1018.6,41,283,14.3,0.6,10440.5
57458,20220715193756,17.1,1010.8,24,65,6.6,1.3,10434.9
57461,20220715193756,17.3,1014.6,87,123,12.9,0.5,10318.4
57476,20220715193756,0.1,1012.9,36,156,7.5,0.6,10078.3
57482,20220715193756,4.2,1018.5,60,340,8.1,0.7,10160.4
57483,20220715193756,28.9,1009.3,61,134,1.6,0.3,10371.0
57493,20220715193756,19.5,1013.8,98,105,6.4,1.5,10413.8
57494,20220715193756,34.7,1003.8,45,337,8.7,1.2,10105.6
57545,20220715193756,11.3,1011.5,40,0,9.5,1.4,10232.3
57573,20220715193756,18.4,1020.8,56,48,2.3,0.4,10338.6
57581,20220715193756,16.3,1022.3,23,77,9.6,0.8,10431.0
57583,20220715193756,31.8,1021.7,92,339,10.2,0.8,10149.8
57595,20220715193756,10.1,1013.3,3,277,11.8,1.0,10462.4
58402,20220715193756,19.1,1014.7,31,105,4.2,0.5,10100.2
58407,20220715193756,4.5,1005.8,56,98,5.7,1.4,10266.5
58500,20220715193756,17.5,1008.9,78,230,11.1,0.9,10066.2
57554,20220715193756,23.3,1023.2,79,298,2.5,0.0,10136.1
57562,20220715193756,7.8,1009.1,25,251,11.9,0.6,10220.7
57574,20220715193756,28.4,1012.5,62,219,4.5,0.5,10276.2
57584,20220715193756,20.1,1012.9,73,240,5.3,0.2,10256.4
57642,20220715193756,31.8,1014.8,13,272,3.2,1.4,10143.2
57649,20220715193756,17.4,1013.7,10,124,14.9,1.4,10427.3
57655,20220715193756,22.7,1006.0,25,293,13.2,0.2,10311.7
57662,20220715193756,9.7,1016.2,51,332,10.6,1.1,10334.5
57669,20220715193756,15.4,1017.7,76,209,10.0,1.1,10260.7
57671,20220715193756,4.8,1012.9,57,301,10.3,0.6,10173.7
57673,20220715193756,4.0,1018.7,66,204,4.4,0.6,10222.9
57679,20220715193756,13.8,1010.3,72,55,8.7,0.1,10144.7
57682,20220715193756,23.6,1021.0,85,156,7.7,1.1,10127.5
57687,20220715193756,30.7,1007.0,52,173,13.1,0.4,10026.5
57745,20220715193756,22.3,1012.3,5,111,8.0,0.5,10253.5
57749,20220715193756,15.1,1008.1,74,143,4.1,0.8,10372.7
57752,20220715193756,21.8,1010.0,51,283,12.2,0.2,10036.8
57758,20220715193756,31.1,1014.7,22,121,14.9,1.2,10319.0
57761,20220715193756,27.1,1019.9,2,168,1.2,1.3,10353.1
57766,20220715193756,6.9,1005.4,76,111,14.0,0.0,10014.3
57774,20220715193756,21.3,1000.4,86,332,7.1,0.7,10353.9
57776,20220715193756,15.1,1025.3,72,273,2.0,0.4,10416.7
57779,20220715193756,14.3,1019.7,23,43,10.1,0.3,10389.2
57780,20220715193756,15.4,1006.3,32,212,1.2,0.6,10404.9
57841,20220715193756,13.2,1021.5,11,228,0.9,1.5,10330.1
57845,20220715193756,33.5,1022.1,42,244,10.9,0.0,10149.3
57853,20220715193756,9.7,1025.7,97,222,12.4,0.2,10263.2
57857,20220715193756,21.1,1000.6,77,203,13.1,1.5,10089.9
57860,20220715193756,27.9,1015.4,92,69,3.0,1.3,10161.0
57866,20220715193756,26.8,1006.5,44,262,13.6,0.4,10132.9
57872,20220715193756,18.0,1006.5,20,358,10.7,0.0,10033.5
57874,20220715193756,1.3,1007.8,38,351,13.4,1.0,10496.4
57889,20220715193756,14.3,1007.7,63,242,14.7,1.4,10387.3
57965,20220715193756,17.8,1004.4,3,102,6.0,0.5,10382.9
57972,20220715193756,29.0,1023.3,95,28,13.5,1.4,10269.0
57974,20220715193756,21.6,1019.7,12,166,12.0,0.4,10493.7
50936,20220715193756,33.7,1005.3,97,264,14.6,1.0,10402.9
50945,20220715193756,21.6,1011.9,52,266,2.4,0.5,10399.5
50948,20220715193756,29.8,1020.7,46,46,8.7,1.1,10033.5
50949,20220715193756,34.8,1021.0,14,247,8.7,1.2,10127.9
54041,20220715193756,32.0,1014.9,36,297,14.3,0.3,10354.3
54049,20220715193756,16.4,1001.2,29,326,5.8,0.7,10365.0
54063,20220715193756,18.5,1004.1,13,150,8.8,0.5,10319.8
54064,20220715193756,2.9,1017.4,44,90,0.6,0.4,10349.7
54142,20220715193756,34.3,1021.2,16,346,0.9,1.1,10197.5
54157,20220715193756,12.8,1004.9,17,335,2.8,0.1,10443.9
54161,20220715193756,34.5,1026.3,98,341,11.5,1.3,10089.2
54165,20220715193756,26.6,1006.1,54,213,2.0,0.0,10039.6
54171,20220715193756,0.8,1020.5,5,232,8.9,0.0,10454.4
54181,20220715193756,32.6,1019.3,54,182,0.9,1.0,10411.4
54186,20220715193756,11.0,1024.2,31,185,9.5,0.7,10246.1
54195,20220715193756,3.9,1017.1,91,196,6.2,1.1,10202.0
54260,20220715193756,20.2,1026.4,85,10,10.1,0.8,10003.1
54263,20220715193756,4.9,1016.0,66,221,13.3,1.1,10415.3
54266,20220715193756,33.0,1010.6,42,323,5.8,0.3,10152.6
54273,20220715193756,0.7,1022.8,59,236,9.4,1.3,10028.3
54276,20220715193756,31.8,1004.6,86,140,9.0,0.1,10031.6
54284,20220715193756,21.5,1018.4,38,164,12.2,1.5,10226.6
54285,20220715193756,1.6,1016.4,21,202,11.5,1.3,10038.2
54286,20220715193756,9.6,1001.2,98,130,4.0,0.4,10229.0
54292,20220715193756,6.0,1021.7,83,252,10.3,0.7,10483.9
54363,20220715193756,34.8,1000.8,87,219,0.0,0.0,10292.8
54374,20220715193756,6.3,1024.1,1,241,0.7,0.5,10117.4
54377,20220715193756,3.6,1012.6,74,159,7.3,0.3,10376.0
54386,20220715193756,26.4,1022.9,29,171,3.8,0.6,10153.4
58026,20220715193756,12.7,1000.7,32,79,2.2,1.4,10280.2
58027,20220715193756,4.0,1018.6,7,76,12.9,1.1,10209.8
58038,20220715193756,26.6,1017.7,67,302,11.8,0.3,10237.6
58040,20220715193756,22.2,1017.7,95,349,9.3,0.6,10184.1
58047,20220715193756,9.2,1022.7,9,175,11.9,0.8,10170.4
58130,20220715193756,23.7,1023.0,98,186,0.8,1.2,10213.2
58135,20220715193756,28.8,1002.0,45,167,4.7,1.4,10023.0
58138,20220715193756,31.9,1001.9,55,71,11.6,0.8,10126.1
58141,20220715193756,19.0,1005.3,35,3,6.0,0.6,10140.9
58143,20220715193756,2.7,1016.9,90,64,14.6,0.2,10184.4
58150,20220715193756,28.0,1018.4,58,305,0.9,0.5,10231.1
58158,20220715193756,19.8,1007.1,14,86,7.0,1.5,10404.8
58238,20220715193756,21.4,1016.8,11,260,9.1,0.0,10214.3
58241,20220715193756,18.2,1018.7,67,306,12.3,1.1,10221.8
58251,20220715193756,22.8,1016.6,54,146,9.0,1.4,10241.1
58252,20220715193756,3.2,1012.5,97,230,3.3,0.2,10146.0
58255,20220715193756,17.3,1022.9,79,116,9.7,0.4,10303.2
58259,20220715193756,14.1,1006.8,45,323,7.2,0.3,10262.2
58265,20220715193756,8.4,1011.0,93,67,6.6,0.5,10349.9
58343,20220715193756,22.6,1024.6,19,211,12.8,0.6,10224.8
58345,20220715193756,32.7,1023.1,63,219,10.8,0.8,10004.1
58354,20220715193756,12.8,1012.5,65,108,6.5,0.8,10469.2
58356,20220715193756,5.9,1002.3,26,295,9.4,0.5,10268.5
58358,20220715193756,34.3,1002.8,1,279,12.9,0.2,10377.5
57598,20220715193756,19.1,1015.0,5,201,11.1,0.2,10229.4
57696,20220715193756,0.7,1011.0,61,199,9.0,1.2,10412.9
57789,20220715193756,31.6,1025.0,23,285,11.0,1.5,10165.2
57793,20220715193756,34.0,1014.3,88,297,13.8,0.7,10279.7
57799,20220715193756,24.7,1000.0,72,239,4.5,1.5,10374.3
57894,20220715193756,31.0,1018.5,46,120,5.5,0.2,10473.2
57896,20220715193756,22.7,1002.2,39,345,1.9,1.2,10121.1
57993,20220715193756,0.1,1024.2,88,206,13.0,0.2,10195.3
58506,20220715193756,21.0,1018.6,97,250,12.6,1.1,10078.3
